明天	415.291803915	163
感谢	415.040899007	161
发布	413.206878798	156
实习	412.634579086	103
让我	411.041244416	158
只是	410.893005012	174
链接	409.725094025	95
选择	409.239439257	144
是你	409.030119109	131
努力	408.628836019	149
不知道	405.321564985	168
最近	405.012972928	166
胖子	401.838472245	14
期待	401.807672686	153
这些	400.941352001	170
一年	400.309960447	134
客户	400.245052604	123
容易	399.039188818	151
我也	398.295732895	154
微信	398.285622302	101
应用	397.540620659	110
正在	396.197927873	163
一点	395.444642941	127
价值	393.506585159	92
伙伴们	392.726701916	157
伴们	392.726701916	157
以后	392.706056503	150
两个	392.009859244	146
拜拜	391.990643553	79
提供	391.110472254	133
未来	389.979380823	134
新浪	388.718440291	117
抓狂	388.056263106	68
程序	387.933630665	111
我是	387.3538968	141
★★	387.218778814	24
成为	387.016103075	146
参加	387.016103075	146
进行	386.281489144	135
移动	385.935248837	106
简单	385.729455366	124
小伙伴们	385.686857079	152
可爱	385.537884157	138
社会	384.648854409	107
城市	383.958801356	101
科学	383.640598957	110
那些	382.606643229	136
是个	381.90161594	139
晚上	381.223304918	142
发生	380.765203072	126
地方	379.758722353	141
多少	379.260448533	125
有点	377.886960031	150
地址	377.886960031	150
结果	376.394055695	137
必须	375.324960073	138
分析	374.667066389	106
今晚	372.408575663	117
思考	370.487794144	121
一个人	370.478644785	114
生日	369.351985263	122
今年	369.171562075	139
精彩	368.132131101	140
平台	365.376923922	109
影响	364.582130189	112
故事	363.34742272	125
几个	363.113210934	118
刚刚	362.558804969	138
第二	362.134946218	131
了解	362.134946218	131
图片	360.655692243	113
音乐	360.58183833	106
直接	360.529389867	135
准备	359.749017502	121
虽然	358.98764195	134
国家	358.620559895	110
加油	358.536476266	127
时代	357.552246993	123
企业	357.046153364	95
论文	357.046153364	95
是在	355.882541336	132
温哥	355.75899664	74
面试	355.446493097	68
软件	355.399980779	94
教育	354.092804406	73
围观	353.315544488	105
是什	353.263881027	127
真正	352.748284507	130
就不	352.215646291	123
不到	351.170088428	129
是这	350.687175769	132
之后	347.991285788	127
温哥华	347.712753876	73
哥华	347.712753876	73
意思	347.434396908	125
是不是	346.390566684	126
要求	346.313013251	85
新年	346.167447095	92
一切	345.82640826	124
找到	345.263812312	122
特别	345.248229346	112
个小	345.225467951	117
媒体	342.808588814	72
有些	342.534016335	107
想要	342.486243511	112
我一	342.296483485	130
越来	341.940533853	110
健康	341.187965927	82
只要	341.102161085	126
不了	340.506001979	124
是什么	340.371512832	119
空间	339.726360464	107
越来越	338.600770952	108
来越	338.600770952	108
户端	338.112974328	101
客户端	338.112974328	101
其他	337.670151619	119
上海	337.495163024	104
回家	336.356398353	105
比较	335.799174704	103
原来	335.40802534	116
工程	335.087013669	89
是要	332.51454057	111
大数	332.413801887	84
是一个	332.058637178	114
你也	331.881494005	122
享自	331.521371095	125
分享自	331.521371095	125
爸爸	331.123846003	85
值得	330.869243486	123
广告	330.706683034	95
大数据	330.657562613	83
个月	330.205710515	108
改变	329.594336598	106
这一	328.676314337	112
方式	326.197292552	117
去了	325.914328503	112
美丽	325.78864903	75
让你	325.688081106	107
生命	325.446657487	97
笔试	324.903961074	58
馋嘴	324.534274416	83
创新	324.033732896	81
每一	323.960245374	106
给我	322.46620971	118
代码	322.239639424	80
校园	321.926859591	95
才能	321.810650078	108
帮助	321.143199762	106
恭喜	320.775016605	96
出现	320.478600182	104
下午	320.390356833	112
会有	320.390356833	112
能力	320.275499008	99
现场	320.153701693	94
评论	320.153701693	94
给力	320.127771987	89
分钟	319.635110032	97
相信	319.635110032	97
有多	319.159911728	100
试试	319.04665825	116
马上	318.972512205	85
才是	318.659768046	111
习生	318.625139696	78
威武	318.41098622	83
我刚	318.33720589	114
任何	317.642506375	104
我就	317.265113491	107
去哪	316.729336304	97
解决	316.284597208	100
下来	314.504769296	99
可怜	314.144075315	89
实习生	313.667928421	77
搜索	313.502978009	70
居然	313.415589641	108
参与	313.415589641	108
内容	312.715860558	98
方法	312.692062927	106
人都	312.383324269	109
我不	311.649801748	107
突然	311.649801748	107
兴趣	311.61940444	99
功能	311.250796313	102
定要	310.617236162	108
那个	310.617236162	108
对于	309.459332436	101
坚持	308.841020753	91
网站	308.666015801	86
有时	308.404941998	94
团队	308.012015121	97
更新	308.012015121	97
阿里	307.924456147	67
科技	307.486811916	87
全球	307.293820519	95
后一	307.293820519	95
如此	307.057971703	106
基亚	306.789114088	48
诺基	306.789114088	48
诺基亚	306.789114088	48
各位	304.783339128	100
博客	304.472235328	87
加入	304.367212704	95
飞机	304.362765769	72
害羞	304.302780421	82
女人	304.257890568	77
而且	304.240926091	106
支付	303.760557376	54
最大	303.278197518	96
在线	303.006260299	78
在一	302.684260635	102
理解	302.613740981	86
有意	301.908024608	100
年前	301.908024608	100
经典	301.787005159	92
目前	301.65010609	103
作为	301.423880479	106
我們	301.158947182	72
不用	300.684291717	93
到一	300.419178261	107
明星	300.04112163	83
项目	299.932145154	91
告诉	299.828748742	102
多芬	299.399900844	44
五月	299.226379749	76
第一次	299.032710088	100
们都	298.804350372	103
只能	298.804350372	103
还不	298.606834867	106
哪儿	298.443082153	87
总是	298.238274421	98
继续	297.997875679	101
中心	297.955128595	72
收到	297.451974853	80
消息	296.973236849	102
同时	296.973236849	102
看了	296.973236849	102
是有	296.78505737	105
模式	296.75870854	78
一定要	296.157395568	100
质量	295.817787	84
完全	295.342757194	98
是最	294.788521291	93
或者	294.307215305	99
很有	294.117724956	102
主要	293.718992379	94
正式	293.483146484	97
老板	293.482324372	73
还没	293.282081048	100
也来	293.112838937	103
无法	292.910916772	92
粉丝	292.007718586	82
男人	291.711173431	77
们一	291.421850449	99
注意	291.023269556	91
都有	290.781802456	94
不好	290.781802456	94
以及	289.551722739	98
来看	289.401783111	101
生病	288.979341175	64
太多	288.697514945	96
么多	288.697514945	96
智能	288.343672834	72
让人	288.302197592	88
语言	288.269703627	67
太开	288.156600639	80
博文	288.053644356	91
基本	287.844612532	94
我想	287.844612532	94
能量	287.83268992	75
电话	287.83268992	75
謝謝	287.83268992	75
淘宝	287.821912226	60
最好	287.671599028	97
日快	287.483053932	86
机器	287.102273842	73
认为	286.993524514	92
花心	286.965976078	68
一张	286.807565817	95
不得	286.807565817	95
★★★	286.769372349	23
了我	286.668783279	84
得了	286.656205512	98
蛋糕	286.384913458	43
给你	285.944865652	93
申请	285.657739552	64
员工	285.657739552	64
不可	285.299049701	88
得到	285.299049701	88
发展	285.299049701	88
能够	284.732901139	83
🙏	284.556053124	27
之前	284.225591951	89
了一个	283.880958003	95
关于	283.619115371	84
错过	283.370199216	87
除了	282.996980439	93
想到	282.996980439	93
这次	282.865241916	96
是很	282.865241916	96
一句	282.114393957	91
好好	282.114393957	91
出了	281.970232684	94
关系	281.959684496	80
感受	281.671257041	83
国际	281.233743615	89
过去	281.076132256	92
十年	280.722223312	73
毕业	280.569447464	84
妹子	280.444022076	68
了这	280.049095226	93
情况	279.144768757	91
月天	278.442327367	67
都没	278.241895279	89
是真	278.241895279	89
下一	278.117436127	92
以为	278.027742374	95
国人	277.712184638	65
记得	277.341046042	87
电脑	277.178120188	76
决定	276.88227997	79
不起	276.638891292	82
我要	276.638891292	82
成了	276.289606026	88
相关	276.289606026	88
点击	276.175143558	91
到这	276.095852837	94
你是	275.762768354	80
表示	275.547968844	83
好多	275.378504293	86
美好	275.378504293	86
更好	275.158739998	92
管理	274.657164074	81
不管	274.657164074	81
我觉得	274.326469454	87
我觉	274.326469454	87
方面	273.771243116	79
晚安	273.405010462	85
多人	273.286458134	88
目标	273.246748647	51
历史	272.695768923	69
国内	272.486324746	83
人家	272.324579899	72
多了	272.200043869	92
比赛	272.017706957	75
报告	271.890743194	67
小米	270.905818625	55
实现	270.660206263	79
梦想	270.660206263	79
里面	270.491360374	82
呵呵呵	270.354444173	13
珍惜	269.995667093	74
精神	269.995667093	74
永远	269.326229473	86
都会	269.326229473	86
发表	269.326229473	86
政府	269.049731439	64
浪微	269.049731439	64
新浪微	269.049731439	64
五月天	269.049731439	64
编程	268.83283371	59
感动	268.614951107	67
果然	267.549169409	79
过了	267.549169409	79
生日快	266.617739158	77
知识	266.617739158	77
人类	266.20301252	69
在我	265.520949747	78
昨天	265.282739692	87
全新	265.282739692	87
太阳	265.023136049	70
认识	264.772096988	73
行业	264.487794893	65
浪微博	263.650648394	63
新浪微博	263.650648394	63
回来	263.481059874	77
带来	263.301392451	83
女生	263.266397123	66
官方	262.713124138	72
你不	262.397173867	78
变成	262.313021868	81
你們	261.384271513	47
还在	261.327095702	79
有机	261.270063998	82
载地	261.253676663	85
下载地	261.253676663	85
方舟	260.841377357	45
爱情	260.642191151	71
日本	260.486364062	55
计算机	260.313298414	63
算机	260.313298414	63
每个	260.270477997	80
就会	260.270477997	80
部分	260.239748353	83
上有	259.975567159	66
去哪儿	259.509305551	72
太开心	259.509305551	72
好了	259.221772114	84
学会	258.623991924	59
以前	258.196298539	82
简历	257.875600021	65
而是	257.178104254	83
有什	257.172019925	80
你一	257.172019925	80
人民	256.202723995	75
了吗	256.202723995	75
真心	256.149622109	78
之一	256.140950765	81
速度	256.140950765	81
人员	255.202021193	73
到底	255.129860628	76
完成	255.129860628	76
很好	255.12253308	82
完美	254.569502585	65
比如	254.206581493	71
有这	254.073561854	80
市场	253.217499714	69
挑战	253.217499714	69
得不	253.054915214	81
赶紧	253.054915214	81
有什么	253.025846229	78
心情	253.025846229	78
香港	252.720813142	61
升级	252.235990674	67
一场	252.235990674	67
吃惊	252.095178193	70
我还	252.048767621	82
适合	252.011995928	73
专业	251.980109262	76
通知	251.8180974	59
程师	251.501274076	62
工程师	251.501274076	62
究院	251.388047484	54
研究院	251.388047484	54
新闻	251.263405149	65
教授	251.263405149	65
日快乐	250.988776664	71
拥有	250.988776664	71
最新	250.934342737	77
路上	250.934342737	77
绝对	249.87673081	75
早上	248.882948288	79
存在	248.830357896	76
并不	248.830357896	76
周末	248.821970663	73
结束	247.876645711	80
领域	247.834252067	68
每次	247.797663453	77
文化	247.770971835	71
学校	247.770971835	71
经济	247.495207552	57
一位	246.724743311	69
表情	246.593757979	55
阅读	246.243002077	58
接受	245.6844065	67
有没	245.631945398	73
主页	245.631945398	73
为你	245.631199265	70
死了	244.794573434	62
报名	244.673501741	46
都在	244.660984168	77
有个	244.660984168	77
好看	244.660984168	77
也没	244.651210276	65
睡觉	244.057774114	57
你也来	243.654518591	78
有机会	243.550737625	75
最后一	243.550737625	75
单词	242.709574723	27
演唱	242.611980616	61
句话	242.530855165	76
不仅	242.530855165	76
新版	242.408614414	67
是否	242.399209801	70
好像	241.524304884	77
资料	241.441223113	62
无论	241.407890577	74
天下	241.34511284	65
身体	241.34511284	65
创业	240.620340676	57
不住	240.620340676	57
靠谱	240.415950213	60
也要	240.415950213	60
来一	240.387741032	75
遇到	240.387741032	75
一個	240.289198536	63
童鞋	240.286394029	72
一部	240.230587375	66
好友	239.988387149	52
妈妈	239.647454937	55
必应	239.251894869	73
不一	239.251894869	73
辛苦	239.242369774	61
自然	239.167220337	70
们在	239.167220337	70
另外	239.132822327	67
同学们	239.132822327	67
学们	239.132822327	67
秀发	238.974476957	23
也有	238.231470964	74
节奏	238.231470964	74
计划	238.087872792	62
是为	238.051321065	68
合作	238.051321065	68
关键	238.039015404	65
有了	237.082575441	72
年轻	237.082575441	72
就有	237.082575441	72
代表	236.939757411	66
系列	236.939757411	66
家都	236.061869604	73
一条	236.061869604	73
下载地址	236.061869604	73
载地址	236.061869604	73
确实	236.061869604	73
爸爸去	235.982876991	58
爸去	235.982876991	58
控制	235.872758932	61
美食	235.872758932	61
甚至	235.055051352	74
也可	234.899752519	71
导演	234.803361089	59
福利	234.803361089	59
是因	234.790344064	68
有没有	234.790344064	68
一周	234.790344064	68
不想	234.790344064	68
其中	233.739230506	69
了吧	232.871844339	73
日子	232.703241409	70
享受	232.703241409	70
想起	232.703241409	70
资源	232.701151896	55
爸去哪	232.562835295	58
爸爸去哪	232.562835295	58
一般	231.68194769	71
有很	231.529367063	68
进入	231.529367063	68
深度	231.493912027	56
祝福	231.493912027	56
我说	231.426820532	65
等你	231.400413827	59
另一	231.38117215	62
不出	231.38117215	62
导致	230.674938267	72
不容	230.492852304	69
出去	230.358097483	66
也许	230.277148597	63
心理	229.781671001	41
处理	229.190511967	64
你有	229.133537248	61
一步	229.133537248	61
漂亮	228.464142861	71
上了	228.464142861	71
最右	228.440090166	30
版本	228.311720355	42
有一个	228.268390062	68
生日快乐	228.027821829	62
就要	227.246474103	69
要是	227.067267519	66
实在	227.067267519	66
多年	227.067267519	66
设备	226.947542867	54
娱乐	226.947542867	54
我正	226.239262481	70
竟然	226.239262481	70
和我	226.02965398	67
最美	225.763926407	61
么样	225.722751904	58
有意思	225.007413061	68
原因	224.814625659	65
成长	224.674471508	62
最佳	224.674471508	62
人们	224.674471508	62
中文	224.583645996	56
电视	224.103155194	45
我正在	224.000095901	69
諾亞	223.704709865	40
三个	223.602448638	63
交流	223.485249493	60
上最	223.485249493	60
话题	223.456042208	54
不行	222.762441884	46
过来	222.753861894	67
介绍	222.547308721	64
咖啡	222.497193293	49
看不	222.281697333	55
爸去哪儿	222.281697333	55
爸爸去哪儿	222.281697333	55
大家都	221.74643606	68
然是	221.74643606	68
我已	221.74643606	68
可是	221.508528223	65
是人	221.508528223	65
兔子	221.450563366	47
是因为	221.321121187	62
春天	221.19157204	59
父母	221.142145928	53
对不	221.128512981	56
看来	220.48560759	66
哪里	220.48560759	66
强大	220.48560759	66
不敢	220.48560759	66
看过	220.48560759	66
不如	220.09910935	60
统计	220.016862547	51
大会	219.964541548	54
就能	219.478069807	67
瞬间	219.225707098	64
而不	219.225707098	64
艺术	219.110598574	46
等待	219.110598574	46
实验	218.812941224	52
我这	218.202430787	65
在北	218.202430787	65
天天	217.967770866	62
微博客户端	217.820226261	47
博客户端	217.820226261	47
微博客户	217.820226261	47
微博客	217.820226261	47
博客户	217.820226261	47
组织	217.676163739	50
苹果	217.631953136	53
事件	217.631953136	53
天在	217.194777626	66
了博	217.194777626	66
做了	216.927748679	63
怎样	216.712969206	60
面对	216.712969206	60
也会	215.904105476	64
还能	215.904105476	64
快樂	215.718506241	43
全面	215.655093881	61
得意	215.655093881	61
穷游	215.458755265	46
创意	215.335394291	55
諾亞方	215.202318595	38
亞方舟	215.202318595	38
諾亞方舟	215.202318595	38
亞方	215.202318595	38
友们	214.896333351	65
表了	214.896333351	65
来试	214.896333351	65
曾经	214.614420545	62
身边	214.614420545	62
名字	214.385677516	59
开放	214.385677516	59
数学	213.747691356	39
解释	213.590398699	63
天都	213.590398699	63
一篇	213.326829062	60
建议	212.981540229	54
了博文	212.582503853	64
回答	212.285483039	61
超级	212.285483039	61
就可	212.285483039	61
我刚刚	212.285483039	61
来说	212.285483039	61
定义	211.999221651	43
内心	211.862242771	55
新增	211.862242771	55
正能	211.754459249	52
浏览	211.754459249	52
呵呵呵呵	211.330405149	9
们不	211.261070224	62
自杀	210.783364328	20
你在	210.763113935	56
超过	210.763113935	56
显示	210.611567551	53
最高	209.940688918	60
工具	209.683439732	57
天气	209.683439732	57
女儿	209.568581617	34
包括	209.49003957	54
现实	209.49003957	54
序员	209.407866329	45
程序员	209.407866329	45
经理	209.370885327	51
地图	209.370885327	51
都能	208.915872197	61
让红	208.225218261	52
让红包	208.225218261	52
个小时	208.225218261	52
秘密	208.225218261	52
个好	207.907719903	62
让我们	207.907719903	62
谢分享	207.907719903	62
谢分	207.907719903	62
了个	207.907719903	62
是这样	207.579782992	59
去年	207.579782992	59
当年	207.30798092	56
下去	207.30798092	56
自由	206.99252404	44
普通	206.970778637	50
空气	206.929214948	47
做一	206.554548774	60
家里	206.554548774	60
肯定	206.554548774	60
作者	206.246006294	57
标准	206.113845236	39
吃饭	205.99853891	54
行为	205.822226254	51
红包飞	205.822226254	51
包飞	205.822226254	51
自动	205.822226254	51
让红包飞	205.822226254	51
算法	205.822226254	51
启动	205.729170624	48
获得了	205.546261355	61
谢谢分	205.546261355	61
谢谢分享	205.546261355	61
来试试	205.546261355	61
是我们	205.202501731	58
右边	205.202501731	58
校园招	204.915939729	55
园招聘	204.915939729	55
园招	204.915939729	55
我有	204.915939729	55
校园招聘	204.915939729	55
个问	204.695977274	52
环境	204.695977274	52
课程	204.553871253	49
之间	203.852847904	56
不少	203.852847904	56
发表了	203.16840863	60
请大	202.808572855	57
网上	202.808572855	57
就好	202.808572855	57
就可以	202.808572855	57
礼物	202.27356718	51
真相	202.27356718	51
正能量	202.119886929	48
习惯	202.119886929	48
器学习	202.11201474	42
投资	202.11201474	42
器学	202.11201474	42
机器学习	202.11201474	42
机器学	202.11201474	42
实际	202.060221896	45
这就	201.782460035	58
正常	201.782460035	58
更有	201.782460035	58
了好	201.782460035	58
同事	201.442788208	55
结婚	201.217473258	37
上班	201.166736286	52
阳光	201.166736286	52
果你	201.166736286	52
注册	200.965206845	49
全国	200.965206845	49
复杂	200.851382027	46
卧槽	200.84136788	43
也可以	200.773888467	59
是怎	200.397714889	56
充满	200.397714889	56
人不	200.397714889	56
尝试	200.080989173	53
记忆	199.83072441	38
电子	199.668540739	47
价格	199.646369886	41
不容易	199.371139417	57
当然	199.371139417	57
赶快	199.371139417	57
联系	199.015537591	54
要去	199.015537591	54
效果	199.015537591	54
在哪	199.015537591	54
培训	198.745254148	36
如果你	198.724908107	51
不断	198.724908107	51
史上	198.724908107	51
英语	198.369199652	42
都要	198.36241834	58
我今	198.36241834	58
有很多	197.969636687	55
辈子	197.637495299	52
人节	197.376542437	49
话筒	197.347906464	37
了很	196.942581874	56
提醒	196.570796381	53
简直	196.570796381	53
意地	196.570796381	53
更加	196.265393535	50
昇基	196.256832229	35
周一	196.038203635	47
运动	196.038203635	47
不易	195.987825863	38
几天	195.933705979	57
发表了博	195.933705979	57
表了博文	195.933705979	57
表了博	195.933705979	57
发表了博文	195.933705979	57
小盒	195.524572056	23
打车	195.524572056	23
根本	195.524036932	54
请大家	195.524036932	54
������	195.185397204	17
🙏���	195.185397204	17
听到	195.176249034	51
公布	195.176249034	51
能不	195.176249034	51
百词斩	195.049966257	19
百词	195.049966257	19
词斩	195.049966257	19
时光	194.901319538	48
离开	194.901319538	48
读书	194.663076057	39
美元	194.663076057	39
经常	194.496485167	55
即将	194.496485167	55
邀请	194.108254311	52
经验	194.108254311	52
微盘	194.108254311	52
状态	194.108254311	52
又一	194.108254311	52
变得	194.108254311	52
还要	193.787878029	49
受到	193.787878029	49
人才	193.787878029	49
他是	193.752084891	34
思维	193.547695407	46
来就	193.487448858	56
需求	193.060603588	53
看到了	193.060603588	53
好听	193.060603588	53
木有	193.060603588	53
理护	192.784743823	18
职位	192.696931834	50
人在	192.696931834	50
青春	192.696931834	50
友盟	192.493800643	27
泪流	192.407866531	47
奥特	192.207343752	44
学术	192.112544607	41
回到	192.032536272	54
上一	192.032536272	54
不在	192.032536272	54
做到	192.032536272	54
指数	191.62758996	51
具体	191.62758996	51
得意地	191.62758996	51
又是	191.62758996	51
有时候	191.62758996	51
方向	191.292035843	48
是一种	191.038755247	45
定是	191.023333646	55
观众	190.951322613	36
考虑	190.883569477	42
台湾	190.846152997	39
委屈	190.846152997	39
运营	190.846152997	39
好玩	190.579013324	52
为我	190.579013324	52
今日	190.199213621	49
放弃	190.199213621	49
起了	190.199213621	49
熊猫	190.185382574	31
泪流满	189.895852098	46
流满	189.895852098	46
利用	189.895852098	46
满面	189.895852098	46
集团	189.895852098	46
姑娘	189.895852098	46
会不	189.550410796	53
人一	189.550410796	53
许多	189.128470134	50
里有	189.128470134	50
看完	189.128470134	50
··	188.815667681	14
主题	188.777529426	47
女神	188.777529426	47
★★★★	188.746016866	22
我们一	188.541035613	54
我已经	188.541035613	54
行动	188.511048679	44
要有	188.511048679	44
文字	188.511048679	44
会议	188.511048679	44
多多	188.511048679	44
女性	188.40655894	35
考试	188.30202877	38
商业	188.30202877	38
下次	188.078930887	51
答案	188.078930887	51
至少	188.078930887	51
条微	188.078930887	51
讨论	187.682752148	48
女孩	187.682752148	48
家人	187.682752148	48
得更	187.682752148	48
压力	187.140754389	42
聪明	187.140754389	42
相当	187.049772337	52
你这	186.610549214	49
请点	186.040218003	53
在北京	186.040218003	53
学家	185.964229518	43
调查	185.964229518	43
在一起	185.560008433	50
条微博	185.560008433	50
看起	185.560008433	50
行了	185.147192322	47
公园	185.147192322	47
拍摄	185.147192322	47
记录	185.147192322	47
保护	185.147192322	47
追求	184.814753607	44
属于	184.814753607	44
不再	184.578719329	41
该是	184.530271814	51
详细	184.530271814	51
了不	184.530271814	51
一段	184.530271814	51
且珍	184.481422295	35
我都	184.073468453	48
个问题	183.691110815	45
真实	183.691110815	45
是好	183.691110815	45
尼玛	183.520531349	52
是如	183.520531349	52
今天在	183.520531349	52
给大	183.520531349	52
好吃	183.397939301	42
有趣	183.021884806	49
当时	183.021884806	49
那么多	183.021884806	49
也就	183.021884806	49
重新	183.021884806	49
一路	183.021884806	49
我来	183.021884806	49
呵呵呵呵呵	182.825710348	4
学院	182.592165479	46
情绪	182.524328619	28
力量	182.244944928	43
随手	182.244944928	43
美女	182.244944928	43
头发	182.244944928	43
纽约	181.997052094	40
这条	181.991546732	50
这就是	181.991546732	50
你就	181.991546732	50
本来	181.991546732	50
尤其	181.991546732	50
们一起	181.991546732	50
我看	181.991546732	50
经历	181.991546732	50
来我	181.991546732	50
几年	181.516855218	47
跟我	181.516855218	47
一代	181.118458535	44
我最	181.118458535	44
我了	180.98161274	51
我今天	180.98161274	51
看着	180.98161274	51
寻找	180.98161274	51
亲们	180.98161274	51
存储	180.980310547	29
影节	180.811806689	41
英文	180.811806689	41
印度	180.663696147	32
圣诞	180.616231678	38
银行	180.616231678	38
医生	180.55628565	35
事儿	180.464184758	48
说明	180.464184758	48
一份	180.464184758	48
天就	180.464184758	48
是没	180.464184758	48
往往	180.464184758	48
基础	180.017288598	45
广州	179.655124213	42
智商	179.655124213	42
泪流满面	179.655124213	42
流满面	179.655124213	42
节目	179.655124213	42
──	179.630844377	9
青年	179.488642274	30
同样	179.433220398	49
过程	179.433220398	49
得很	179.433220398	49
么不	179.433220398	49
于是	179.433220398	49
想象	179.433220398	49
证明	179.395383817	39
博士	179.395383817	39
社交	179.278971507	33
岗位	179.26042531	36
技能	178.940322169	46
是为了	178.940322169	46
一生	178.940322169	46
小心	178.525660338	43
土豪	178.525660338	43
整个	178.423085032	50
来是	178.423085032	50
宣布	177.886518113	47
传统	177.886518113	47
好久	177.886518113	47
吐槽	177.886518113	47
地点	177.886518113	47
看起来	177.886518113	47
你想	176.854901063	48
去看	176.854901063	48
第三	176.854901063	48
们来	176.854901063	48
好运	176.854901063	48
天是	176.854901063	48
期间	176.854901063	48
意义	176.854901063	48
成本	176.773333131	38
是他	176.773333131	38
会员	176.648947344	32
预测	176.631149006	35
放映	176.631149006	35
纪录	176.631149006	35
情人	176.631149006	35
同意	176.343466382	45
你还	176.343466382	45
高级	176.343466382	45
都可	175.84455599	49
微风	175.755209282	27
邮件	175.578460757	39
祝贺	175.578460757	39
是想	175.28847886	46
提升	175.28847886	46
件事	175.28847886	46
还可	175.28847886	46
带着	175.28847886	46
有不	174.806375747	43
有那	174.256181009	47
个大	174.256181009	47
没想	174.256181009	47
轻松	174.256181009	47
个字	174.130505704	37
年快	174.130505704	37
资料馆	174.130505704	37
料馆	174.130505704	37
西安	173.981463984	34
上线	173.725868391	44
默默	173.725868391	44
千万	173.725868391	44
地笑	173.725868391	44
